Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:32:11:38.959,61,0.1206374168,0.1890334636,0.0715730190,0.0000000000,0.0000000000,0.2794300914,0.0000000000,0.1201237738,0.1889616549,0.0422225110,0.0000000000,0.0000000000,0.2768781185,0.0000000000,0.1986137629,0.0000000000,0.0896351933,0.2349502891,0.0355589539,0.1720700115,0.0282163303,0.0000000000,0.0083241481,0.3899473548,0.3396639824,0.0000000000,0.0000000000,0.1117292717,0.1144248769,0.1042901948,0.1512000859,0.0447886512,0.0499700457,0.0263183713,0.5079942346,0.1215107366,0.1067620516,0.5212391019,0.5336176753,0.6496906877,0.6453404427,0.7243126631,0.7242836952,0.0319082588,0.0000000000,0.0000000000,0.0084170764,0.3137277067,0.2940958738,0.8261458278,0.8083766103,0.0000816733,0.0000000000,0.0000000000,0.0000000000,-0.0256205909,0.1154681966,-0.0029712475,0.0434301123,0.1155834571,0.0050406489
00:32:11:39.960,61,0.1149198040,0.1625272632,0.0592095032,0.0000000000,0.0000000000,0.3068474233,0.0000000000,0.1143951863,0.1623561233,0.0546846166,0.0000000000,0.0000000000,0.3032279313,0.0000000000,0.3097046018,0.0000000000,0.1436418593,0.3439491689,0.0354796760,0.1663531661,0.0273431651,0.0000000000,0.0103163840,0.4425475895,0.3499822021,0.0000000000,0.0000000000,0.1310165226,0.1332676709,0.1454534531,0.2234077007,0.0452154428,0.0499314964,0.0257766079,0.5400296450,0.1199906021,0.1052413732,0.5213782787,0.5347660780,0.6453135610,0.6397767663,0.7250555754,0.7250305414,0.0311687980,0.0000000000,0.0000000000,0.0080489703,0.3416321278,0.2982361913,0.8025876284,0.7603402734,0.0004042124,0.0000000000,0.0000000000,0.0000000000,-0.0332407132,0.0992327034,-0.0033088150,0.0359908454,0.0993468165,0.0035865961
00:32:11:40.960,61,0.1117987260,0.1452861130,0.0643095076,0.0000000000,0.0000000000,0.3180420399,0.0000000000,0.1112858653,0.1451459974,0.0496747680,0.0000000000,0.0000000000,0.3133217394,0.0000000000,0.3402810395,0.0000000000,0.1971540153,0.3793578744,0.0352155678,0.1469064057,0.0265538245,0.0000000000,0.0186891854,0.4702945352,0.3664074838,0.0000000000,0.0000000000,0.1455895007,0.1512946486,0.1563875079,0.2556347251,0.0455542579,0.0499197505,0.0251650531,0.5502028465,0.1190068498,0.1043557599,0.5214779973,0.5447742939,0.6330277920,0.6300721169,0.7257358432,0.7257128954,0.0304366592,0.0000000000,0.0000000000,0.0077029341,0.3494197130,0.2996276021,0.7927662730,0.7474734187,0.0003937360,0.0000000000,0.0000000000,0.0000000000,-0.0302253589,0.0887052640,-0.0026877872,0.0391297564,0.0888184011,0.0034837069
00:32:11:41.961,61,0.1102338061,0.1457314342,0.0605506450,0.0000000000,0.0000000000,0.3233274519,0.0000000000,0.1097353920,0.1455681026,0.0534473658,0.0000000000,0.0000000000,0.3179554641,0.0000000000,0.3565946519,0.0000000000,0.2265218198,0.3964369297,0.0348826870,0.1346855164,0.0257933736,0.0000000000,0.0228163637,0.4999389648,0.3802028000,0.0000000000,0.0000000000,0.1592481136,0.1662089229,0.1623494774,0.2978172004,0.0456996076,0.0497783236,0.0246266834,0.5580788851,0.1184504703,0.1039342210,0.5212755203,0.5491374135,0.6292792559,0.6266532540,0.7263079286,0.7262867689,0.0296959672,0.0000000000,0.0000000000,0.0073834485,0.3541805744,0.3002873063,0.7877914906,0.7404379249,0.0003763902,0.0000000000,0.0000000000,0.0000000000,-0.0325200967,0.0889696628,-0.0029004412,0.0368417539,0.0890829042,0.0032899231
00:32:11:42.962,61,0.1091868430,0.1479668617,0.0635870695,0.0000000000,0.0000000000,0.3279159665,0.0000000000,0.1086940393,0.1478247941,0.0498989001,0.0000000000,0.0000000000,0.3207935393,0.0000000000,0.3202656209,0.0000000000,0.2658223510,0.3574156463,0.0345653035,0.1238344312,0.0248668548,0.0000000000,0.0246937964,0.5273674726,0.3928788006,0.0000000000,0.0000000000,0.1648459136,0.1724703908,0.1649407893,0.3125257492,0.0460006408,0.0495919809,0.0241752751,0.5610092282,0.1181042418,0.1036925241,0.5209327340,0.5520489812,0.6269363165,0.6229420304,0.7299998403,0.7299851179,0.0288729873,0.0000000000,0.0000000000,0.0070799626,0.3611192703,0.3006792963,0.7860880494,0.7398092747,0.0003525380,0.0000000000,0.0000000000,0.0000000000,-0.0303572733,0.0903427824,-0.0027496170,0.0386844873,0.0904556811,0.0035079177
00:32:11:43.962,61,0.1087428331,0.1645006090,0.0700738579,0.0000000000,0.0000000000,0.3302277923,0.0000000000,0.1082531065,0.1644077152,0.0432245061,0.0000000000,0.0000000000,0.3223197162,0.0000000000,0.2546094358,0.0000000000,0.2724757791,0.2887518108,0.0340884998,0.1140472442,0.0233459976,0.0000000000,0.0255298205,0.5742085576,0.4592007995,0.0000000000,0.0000000000,0.1674181223,0.1753084809,0.1458344311,0.2686860263,0.0464139991,0.0492168292,0.0237566251,0.5443198681,0.1179296747,0.1036007777,0.5208144784,0.5538057685,0.6259867549,0.6216176152,0.7391711473,0.7391590476,0.0278469734,0.0000000000,0.0000000000,0.0067803189,0.3671038449,0.3018710017,0.8035417199,0.7759680748,0.0000219551,0.0000000000,0.0000000000,0.0000000000,-0.0262712706,0.1004657447,-0.0026479685,0.0425896198,0.1005792245,0.0042968085
00:32:11:44.963,61,0.1087014899,0.1760200113,0.0735807568,0.0000000000,0.0000000000,0.3317279816,0.0000000000,0.1082039922,0.1759579480,0.0398263112,0.0000000000,0.0000000000,0.3234576881,0.0000000000,0.2335353941,0.0000000000,0.2079441249,0.2683654726,0.0334985107,0.1102332100,0.0222666841,0.0000000000,0.0257411599,0.5894017816,0.4944434166,0.0000000000,0.0000000000,0.1678045094,0.1745871603,0.1308300346,0.2124403417,0.0468694903,0.0488093346,0.0233324915,0.5336246490,0.1180152819,0.1037407890,0.5222579241,0.5552425385,0.6268490553,0.6231675744,0.7460225821,0.7460041642,0.0269965939,0.0000000000,0.0000000000,0.0065050772,0.3699419796,0.3103744388,0.8124325275,0.7870255113,0.0000184545,0.0000000000,0.0000000000,0.0000000000,-0.0241880827,0.1075181812,-0.0026104662,0.0446881726,0.1076323912,0.0048269103
00:32:11:45.963,61,0.1096582562,0.1761831492,0.0765275955,0.0000000000,0.0000000000,0.3363589346,0.0000000000,0.1090143919,0.1761427522,0.0369294472,0.0000000000,0.0000000000,0.3280207217,0.0000000000,0.2226811945,0.0000000000,0.1892794222,0.2581186891,0.0330174565,0.1087894738,0.0214764103,0.0000000000,0.0256296936,0.5974864364,0.5119357705,0.0000000000,0.0000000000,0.1675588042,0.1734524071,0.1248557419,0.1954208761,0.0474826060,0.0485042036,0.0230251700,0.5296581388,0.1183251590,0.1040315330,0.5222694278,0.5533970594,0.6270430088,0.6236548424,0.7496641278,0.7496377826,0.0262794178,0.0000000000,0.0000000000,0.0062628766,0.3830080628,0.3330537975,0.8159413934,0.7922850251,0.0000161220,0.0000000000,0.0000000000,0.0000000000,-0.0224284306,0.1076266617,-0.0024230536,0.0464773700,0.1077409685,0.0050251321
00:32:11:46.964,61,0.1177845821,0.1799744964,0.0761759654,0.0000000000,0.0000000000,0.3494332433,0.0000000000,0.1167304590,0.1799350679,0.0370645076,0.0000000000,0.0000000000,0.3411732912,0.0000000000,0.2142209709,0.0000000000,0.1770492196,0.2527864873,0.0326037519,0.1153234690,0.0208338723,0.0000000000,0.0254121795,0.5990987420,0.5199040174,0.0000000000,0.0000000000,0.1643738151,0.1684370786,0.1207235157,0.1863001436,0.0480984859,0.0482424982,0.0227194745,0.5271926522,0.1187331527,0.1043923125,0.5226550698,0.5530725718,0.6273395419,0.6242825985,0.7567952275,0.7567560673,0.0255750101,0.0000000000,0.0000000000,0.0060426518,0.3870851696,0.3397914767,0.8181623816,0.7953807712,0.0000145404,0.0000000000,0.0000000000,0.0000000000,-0.0225047655,0.1099440530,-0.0024840680,0.0462521166,0.1100583524,0.0051092189
00:32:11:47.965,61,0.1203796938,0.1821775287,0.0762211159,0.0000000000,0.0000000000,0.3549486399,0.0000000000,0.1192346364,0.1821404397,0.0369191132,0.0000000000,0.0000000000,0.3469372988,0.0000000000,0.2094768584,0.0000000000,0.1714195758,0.2502717078,0.0322667435,0.1204178035,0.0202941597,0.0000000000,0.0252574701,0.5933896303,0.5215705633,0.0000000000,0.0000000000,0.1619890630,0.1653530896,0.1184587702,0.1817082614,0.0487529598,0.0479928032,0.0224612374,0.5260418653,0.1192506254,0.1048629358,0.5229185820,0.5529903173,0.6290645599,0.6293326616,0.7617703676,0.7617317438,0.0249095503,0.0000000000,0.0000000000,0.0058393558,0.3892778754,0.3433004618,0.8207312822,0.7989014983,0.0000174608,0.0000000000,0.0000000000,0.0000000000,-0.0224131308,0.1112913415,-0.0025045220,0.0462726094,0.1114056632,0.0051745707
00:32:11:48.965,61,0.1219665259,0.1826462746,0.0780137703,0.0000000000,0.0000000000,0.3605636060,0.0000000000,0.1207928807,0.1826240271,0.0349909142,0.0000000000,0.0000000000,0.3526289761,0.0000000000,0.2069944441,0.0000000000,0.1687459946,0.2493629754,0.0319709145,0.1224176362,0.0197998360,0.0000000000,0.0252746288,0.5919415951,0.5227463245,0.0000000000,0.0000000000,0.1607671082,0.1638535559,0.1170932800,0.1797248870,0.0494084656,0.0477710739,0.0222334489,0.5254877210,0.1197482422,0.1053066924,0.5229936838,0.5529449582,0.6299282312,0.6314275265,0.7670430541,0.7670086622,0.0242774896,0.0000000000,0.0000000000,0.0056497585,0.3908017576,0.3453144729,0.8236862421,0.8024619818,0.0000196248,0.0000000000,0.0000000000,0.0000000000,-0.0212418474,0.1115839705,-0.0023799522,0.0473593734,0.1116980240,0.0053100232
00:32:11:49.966,61,0.1231495664,0.1831798106,0.0819285139,0.0000000000,0.0000000000,0.3668518960,0.0000000000,0.1219748706,0.1831882000,0.0309724081,0.0000000000,0.0000000000,0.3587066531,0.0000000000,0.2055899203,0.0000000000,0.1677364111,0.2494037747,0.0316819772,0.1234189942,0.0193437655,0.0000000000,0.0253161471,0.5910125375,0.5229972601,0.0000000000,0.0000000000,0.1599456817,0.1629619449,0.1162523627,0.1798971444,0.0500560030,0.0475691482,0.0220281184,0.5252616405,0.1202260330,0.1056924164,0.5229722857,0.5528702736,0.6304823160,0.6326272488,0.7710853219,0.7710533142,0.0236854423,0.0000000000,0.0000000000,0.0054726331,0.3919230998,0.3463976979,0.8255738020,0.8045226336,0.0000190010,0.0000000000,0.0000000000,0.0000000000,-0.0188016184,0.1119231731,-0.0021130403,0.0497340262,0.1120373011,0.0055931332
00:32:11:50.966,61,0.1250588894,0.1848127991,0.0848203972,0.0000000000,0.0000000000,0.3710252941,0.0000000000,0.1240076870,0.1848453879,0.0279750656,0.0000000000,0.0000000000,0.3627644777,0.0000000000,0.2048291564,0.0000000000,0.1675764471,0.2496490031,0.0314377993,0.1241791770,0.0189255569,0.0000000000,0.0253366400,0.5890961885,0.5190094113,0.0000000000,0.0000000000,0.1593562663,0.1623988301,0.1157176793,0.1812457442,0.0506435372,0.0473929122,0.0218452383,0.5253931880,0.1207574755,0.1060932279,0.5230896473,0.5530242324,0.6322894096,0.6354138255,0.7747378945,0.7747069597,0.0231199618,0.0000000000,0.0000000000,0.0053074099,0.3925502598,0.3467715979,0.8290043473,0.8081569672,0.0000179541,0.0000000000,0.0000000000,0.0000000000,-0.0169801600,0.1129319891,-0.0019257022,0.0514837019,0.1130461469,0.0058423053
00:32:11:51.967,61,0.1257944703,0.1841533929,0.0877058133,0.0000000000,0.0000000000,0.3744447529,0.0000000000,0.1247890443,0.1842076480,0.0250818450,0.0000000000,0.0000000000,0.3662385643,0.0000000000,0.2046586871,0.0000000000,0.1677902937,0.2510577738,0.0311806966,0.1243930906,0.0185227115,0.0000000000,0.0254612789,0.5869198442,0.5152925253,0.0000000000,0.0000000000,0.1588597596,0.1620002240,0.1154445335,0.1837656945,0.0511550605,0.0471668467,0.0216548741,0.5260508060,0.1212204620,0.1064357385,0.5242659450,0.5550972223,0.6369739771,0.6419345140,0.7792819142,0.7792546153,0.0225647520,0.0000000000,0.0000000000,0.0051493337,0.3927159309,0.3466761410,0.8350931406,0.8151826262,0.0000155176,0.0000000000,0.0000000000,0.0000000000,-0.0152247213,0.1125391573,-0.0017205793,0.0532374792,0.1126532033,0.0060199555
00:32:11:52.968,61,0.1260626465,0.1842814088,0.0884930268,0.0000000000,0.0000000000,0.3758152723,0.0000000000,0.1250948012,0.1843417138,0.0243015047,0.0000000000,0.0000000000,0.3676064909,0.0000000000,0.2078476995,0.0000000000,0.1750439405,0.2593791485,0.0308741126,0.1231799945,0.0180889238,0.0000000000,0.0255799778,0.5744083524,0.4867807627,0.0000000000,0.0000000000,0.1583046317,0.1615967751,0.1154556423,0.1929734945,0.0514454693,0.0468850136,0.0213610455,0.5263441801,0.1213246137,0.1064475849,0.5356915593,0.5723344088,0.6424916983,0.6468154788,0.7834220529,0.7833999395,0.0220154431,0.0000000000,0.0000000000,0.0049879551,0.3886318207,0.3365503848,0.8436446786,0.8229639530,0.0000137789,0.0000000000,0.0000000000,0.0000000000,-0.0147509156,0.1126202643,-0.0016682493,0.0537148342,0.1127343997,0.0060782945
00:32:11:53.968,61,0.1259901375,0.1797346622,0.0918271989,0.0000000000,0.0000000000,0.3761868179,0.0000000000,0.1250631511,0.1798146665,0.0209302828,0.0000000000,0.0000000000,0.3678567410,0.0000000000,0.2802189589,0.0000000000,0.2167638540,0.3225355148,0.0306845084,0.1224456951,0.0177293736,0.0000000000,0.0258358549,0.5626064539,0.4538790584,0.0000000000,0.0000000000,0.1584783196,0.1625896543,0.1259244829,0.2568342388,0.0514428541,0.0466785058,0.0210898165,0.5449741483,0.1213213056,0.1063919589,0.5390821695,0.5774000883,0.6496963501,0.6515830159,0.7849209905,0.7849011421,0.0215703305,0.0000000000,0.0000000000,0.0048375037,0.3871517181,0.3309266269,0.8463174105,0.8252643347,0.0000107411,0.0000000000,0.0000000000,0.0000000000,-0.0127085233,0.1098514497,-0.0014016539,0.0557559431,0.1099652350,0.0061527821
00:32:11:54.969,61,0.1235966161,0.1671235859,0.0970978662,0.0000000000,0.0000000000,0.3746997416,0.0000000000,0.1230555624,0.1672225296,0.0158460308,0.0000000000,0.0000000000,0.3644797206,0.0000000000,0.3900403976,0.0000000000,0.2887017429,0.4500292540,0.0308554806,0.1210504696,0.0176133439,0.0000000000,0.0335412994,0.5568163395,0.4286749661,0.0000000000,0.0000000000,0.1865070015,0.2064956427,0.1826823503,0.3722345233,0.0513985045,0.0466202386,0.0209837388,0.6012250781,0.1214717850,0.1065909564,0.5290221572,0.5795941949,0.6519202590,0.6533346176,0.7838749886,0.7838621140,0.0212780442,0.0000000000,0.0000000000,0.0047128438,0.3891579807,0.3285252750,0.8421456218,0.8065114021,0.0000087783,0.0000000000,0.0000000000,0.0000000000,-0.0096293278,0.1021552011,-0.0009871065,0.0590045229,0.1022685841,0.0060518477
00:32:11:55.969,61,0.1093868017,0.1563875079,0.0917730331,0.0000000000,0.0000000000,0.3693997264,0.0000000000,0.1094157249,0.1564339548,0.0213471167,0.0000000000,0.0000000000,0.3554176688,0.0000000000,0.4236853123,0.0000000000,0.3297398090,0.5439894199,0.0312165748,0.1204077527,0.0177774113,0.0000000000,0.0598667413,0.5359650850,0.3888173401,0.0000000000,0.0000000000,0.1999347061,0.2203643024,0.2074087262,0.4671938419,0.0514906310,0.0464321822,0.0210539028,0.6283517480,0.1217249334,0.1070672497,0.4783306122,0.5757949352,0.6531296968,0.6545686126,0.7712299824,0.7712559700,0.0211780332,0.0000000000,0.0000000000,0.0045913043,0.3897673786,0.3236851692,0.8344068527,0.7929008007,0.0000087213,0.0000000000,0.0000000000,0.0000000000,-0.0129807144,0.0955681428,-0.0012442978,0.0558050685,0.0956811011,0.0053530140
00:32:11:56.970,61,0.1012960523,0.1433658600,0.0820744559,0.0000000000,0.0000000000,0.3665981293,0.0000000000,0.1013740152,0.1433354169,0.0311727058,0.0000000000,0.0000000000,0.3516763151,0.0000000000,0.4406925142,0.0000000000,0.3457041681,0.5924553871,0.0315113142,0.1159039736,0.0179693699,0.0000000000,0.0680165514,0.5304040313,0.3846555352,0.0000000000,0.0000000000,0.2139958143,0.2332320213,0.2619343102,0.5236591101,0.0516329184,0.0459395535,0.0211328249,0.6397513151,0.1216821522,0.1072908267,0.4668807983,0.5751848817,0.6528375745,0.6550590992,0.7619541287,0.7619981766,0.0211967267,0.0000000000,0.0000000000,0.0044790534,0.3900656104,0.3216323256,0.8303226233,0.7872926593,0.0000054918,0.0000000000,0.0000000000,0.0000000000,-0.0189693701,0.0875744224,-0.0016653902,0.0499441251,0.0876868442,0.0043888488
00:32:11:57.971,61,0.0909707248,0.1370658875,0.0765198991,0.0000000000,0.0000000000,0.3605707288,0.0000000000,0.0909985155,0.1369964033,0.0369759239,0.0000000000,0.0000000000,0.3476018906,0.0000000000,0.4203786254,0.0000000000,0.2963014543,0.6654142141,0.0315437056,0.1061147824,0.0181627851,0.0000000000,0.0724463835,0.5275632143,0.4019994438,0.0000000000,0.0000000000,0.2194797993,0.2385558784,0.2792588174,0.5434858799,0.0520524979,0.0450427309,0.0210348349,0.6323552728,0.1212657988,0.1070944443,0.5026956797,0.5853489637,0.6152695417,0.6419408321,0.7536826134,0.7537320256,0.0213256311,0.0000000000,0.0000000000,0.0043729236,0.3765131831,0.3151403964,0.8269305229,0.7843542099,0.0000044941,0.0000000000,0.0000000000,0.0000000000,-0.0225082450,0.0837076083,-0.0018883626,0.0465794764,0.0838199183,0.0039120219
00:32:11:58.971,61,0.0819299817,0.1330294311,0.0758036077,0.0000000000,0.0000000000,0.3563710153,0.0000000000,0.0819385648,0.1329521537,0.0379099548,0.0000000000,0.0000000000,0.3451336622,0.0000000000,0.4163717926,0.0000000000,0.2851534188,0.6901139021,0.0314570032,0.1013381109,0.0183504652,0.0000000000,0.0746847466,0.5255764723,0.4050895274,0.0000000000,0.0000000000,0.2223933488,0.2412008643,0.2918311954,0.5532037020,0.0526575670,0.0443084314,0.0208533183,0.6208993196,0.1201158538,0.1065838635,0.5130015016,0.5940459371,0.6047005653,0.6300292611,0.7468523383,0.7469025850,0.0215285812,0.0000000000,0.0000000000,0.0042725615,0.3695619702,0.3114310801,0.8252990246,0.7830361724,0.0000032955,0.0000000000,0.0000000000,0.0000000000,-0.0230815280,0.0812375471,-0.0018790533,0.0461528674,0.0813498795,0.0037614813
00:32:11:59.972,61,0.0735040829,0.1296098530,0.0766643882,0.0000000000,0.0000000000,0.3522881866,0.0000000000,0.0735044330,0.1295341402,0.0373069048,0.0000000000,0.0000000000,0.3428518772,0.0000000000,0.4145656228,0.0000000000,0.2751067281,0.7026126385,0.0312532894,0.0983277112,0.0184943788,0.0000000000,0.0756937787,0.5244995952,0.4069314003,0.0000000000,0.0000000000,0.2240364999,0.2425193936,0.3021592200,0.5561375618,0.0532297119,0.0435799807,0.0206232108,0.6168901324,0.1189429387,0.1058788374,0.5224900842,0.6013244987,0.5993404984,0.6256636381,0.7406467199,0.7406939268,0.0217904337,0.0000000000,0.0000000000,0.0041804346,0.3654865623,0.3095499575,0.8241246939,0.7823759913,0.0000010265,0.0000000000,0.0000000000,0.0000000000,-0.0227181725,0.0791483745,-0.0018017137,0.0466848016,0.0792606995,0.0037066743
00:32:12:00.973,61,0.0698715150,0.1281241924,0.0744508728,0.0000000000,0.0000000000,0.3485948443,0.0000000000,0.0698688999,0.1280350089,0.0396185182,0.0000000000,0.0000000000,0.3403269053,0.0000000000,0.4169239402,0.0000000000,0.2714365125,0.7004648447,0.0310295671,0.0965371206,0.0186052974,0.0000000000,0.0761384591,0.5239925981,0.4077033699,0.0000000000,0.0000000000,0.2250504494,0.2432406992,0.3066028059,0.5579699874,0.0535932817,0.0428369455,0.0204081368,0.6152428389,0.1181406975,0.1052809060,0.5265504122,0.6057639122,0.5997571945,0.6238490939,0.7376939654,0.7377402186,0.0220344905,0.0000000000,0.0000000000,0.0040930593,0.3629252911,0.3072029352,0.8232256174,0.7819087505,0.0000006793,0.0000000000,0.0000000000,0.0000000000,-0.0241275802,0.0782349631,-0.0018912952,0.0453401357,0.0783472806,0.0035583284
00:32:12:01.973,61,0.0678134784,0.1298208088,0.0721145496,0.0000000000,0.0000000000,0.3410867751,0.0000000000,0.0678090379,0.1297199130,0.0419582278,0.0000000000,0.0000000000,0.3334777355,0.0000000000,0.4224121571,0.0000000000,0.2725192010,0.6466558576,0.0310050789,0.0953522548,0.0187539570,0.0000000000,0.0760279149,0.5238190889,0.4077197611,0.0000000000,0.0000000000,0.2252379358,0.2431315929,0.2967137694,0.5233084559,0.0537218638,0.0421701372,0.0202914253,0.6147456169,0.1175024509,0.1048419252,0.5273991823,0.6071357131,0.6030262709,0.6230590343,0.7361847162,0.7362297177,0.0221979413,0.0000000000,0.0000000000,0.0040095164,0.3603665531,0.3030416965,0.8216815591,0.7811888456,0.0000006578,0.0000000000,0.0000000000,0.0000000000,-0.0255503803,0.0792673230,-0.0020293391,0.0439137332,0.0793797225,0.0034920627
00:32:12:02.974,61,0.0669493750,0.1332359016,0.0712427124,0.0000000000,0.0000000000,0.3297531605,0.0000000000,0.0669433549,0.1331315041,0.0429100916,0.0000000000,0.0000000000,0.3219754994,0.0000000000,0.4241666794,0.0000000000,0.2816277444,0.5910235643,0.0310029052,0.0943966582,0.0188588612,0.0000000000,0.0744594857,0.5314176679,0.4082463384,0.0000000000,0.0000000000,0.2249141634,0.2411792576,0.2741401196,0.5070540905,0.0536291227,0.0415257849,0.0202961043,0.6147404313,0.1170534492,0.1045637652,0.5168862343,0.5962149501,0.6063078642,0.6227356195,0.7353831530,0.7354266644,0.0222850107,0.0000000000,0.0000000000,0.0039381697,0.3594441712,0.3014210463,0.8112151623,0.7692044973,0.0000072681,0.0000000000,0.0000000000,0.0000000000,-0.0261256304,0.0813532397,-0.0021298602,0.0433755480,0.0814659894,0.0035403445
00:32:12:03.974,61,0.0664284155,0.1375935674,0.0738722309,0.0000000000,0.0000000000,0.3154392838,0.0000000000,0.0664193034,0.1375059485,0.0404772498,0.0000000000,0.0000000000,0.3084114194,0.0000000000,0.4195412993,0.0000000000,0.2779255509,0.5536460280,0.0309396796,0.0930919647,0.0189138576,0.0000000000,0.0671976283,0.5621939898,0.4568491280,0.0000000000,0.0000000000,0.2207946777,0.2331611663,0.2421137393,0.4290899932,0.0535059385,0.0409823060,0.0203530602,0.6141705513,0.1167679578,0.1043857634,0.5049830079,0.5707015991,0.6073276997,0.6211311221,0.7347326875,0.7347739339,0.0223525576,0.0000000000,0.0000000000,0.0038825802,0.3602831066,0.3010935187,0.7907783985,0.7484986186,0.0000545758,0.0000000000,0.0000000000,0.0000000000,-0.0246389546,0.0840231776,-0.0020749159,0.0449665710,0.0841363892,0.0037909818
00:32:12:04.975,61,0.0665581673,0.1473318487,0.0750612393,0.0000000000,0.0000000000,0.3019283116,0.0000000000,0.0665468574,0.1472565234,0.0396299250,0.0000000000,0.0000000000,0.2940942347,0.0000000000,0.4065161347,0.0000000000,0.2809701264,0.4639675915,0.0305242445,0.0799106285,0.0187687613,0.0000000000,0.0641327128,0.5944987535,0.4725263119,0.0000000000,0.0000000000,0.2187175453,0.2295740992,0.2254037559,0.4074473977,0.0531178266,0.0403148569,0.0204314683,0.6016070843,0.1166833714,0.1044566184,0.5027823448,0.5655751228,0.6080381274,0.6203309298,0.7341901064,0.7342292070,0.0223034546,0.0000000000,0.0000000000,0.0038313207,0.3673268557,0.3020141721,0.7842777967,0.7413308024,0.0000824914,0.0000000000,0.0000000000,0.0000000000,-0.0241106506,0.0899801180,-0.0021751390,0.0456665941,0.0900940970,0.0041240021
00:32:12:05.976,61,0.0728877187,0.1651404947,0.0771999359,0.0000000000,0.0000000000,0.2920988500,0.0000000000,0.0728330240,0.1650913209,0.0376281142,0.0000000000,0.0000000000,0.2842167020,0.0000000000,0.3507748842,0.0000000000,0.2577488422,0.3588550091,0.0293931812,0.0700216442,0.0183918271,0.0000000000,0.0597687550,0.6027473211,0.4799866378,0.0000000000,0.0000000000,0.1905494481,0.1977728307,0.2044716775,0.3511592150,0.0518523566,0.0390162580,0.0203938112,0.5664603710,0.1161798909,0.1041364446,0.5455682874,0.5828182697,0.6153852344,0.6211178303,0.7340617776,0.7340984344,0.0221121162,0.0000000000,0.0000000000,0.0037721233,0.3688268363,0.3021237254,0.7814380527,0.7386576533,0.0003424539,0.0000000000,0.0000000000,0.0000000000,-0.0228688996,0.1008750200,-0.0023145517,0.0469188280,0.1009901315,0.0047527333
00:32:12:06.976,61,0.0748151988,0.1890963018,0.0797502697,0.0000000000,0.0000000000,0.2765354514,0.0000000000,0.0747453421,0.1890844107,0.0353524834,0.0000000000,0.0000000000,0.2703048289,0.0000000000,0.2805282176,0.0000000000,0.1878882796,0.2574098706,0.0270063840,0.0631882772,0.0178609006,0.0000000000,0.0451443978,0.6064587235,0.4896239042,0.0000000000,0.0000000000,0.1617747545,0.1677089632,0.1736925542,0.2727769017,0.0497065373,0.0365680903,0.0202716403,0.5317156911,0.1137325540,0.1026540101,0.5618256330,0.5886419415,0.6215223074,0.6216804981,0.7328931689,0.7329192162,0.0218625180,0.0000000000,0.0000000000,0.0037174805,0.3513819575,0.2996309698,0.7797396779,0.7372314930,0.0003550046,0.0000000000,0.0000000000,0.0000000000,-0.0214516837,0.1155318022,-0.0024892415,0.0483917594,0.1156483665,0.0056192591
00:32:12:07.977,61,0.0761209205,0.2188915461,0.0756996050,0.0000000000,0.0000000000,0.2504204810,0.0000000000,0.0760374814,0.2188648134,0.0398557670,0.0000000000,0.0000000000,0.2452102005,0.0000000000,0.2279886901,0.0000000000,0.1680625379,0.2145366073,0.0243903883,0.0575869046,0.0172551107,0.0000000000,0.0359603576,0.6083677411,0.4995203614,0.0000000000,0.0000000000,0.1464450955,0.1516818702,0.1519037783,0.2383577079,0.0480482355,0.0338537470,0.0200925097,0.4824449718,0.1109932810,0.1003566682,0.5699383020,0.5915168524,0.6236391664,0.6213739514,0.7226915359,0.7226871848,0.0216478910,0.0000000000,0.0000000000,0.0036742925,0.3373651505,0.2889368236,0.7765523791,0.7360255718,0.0003101185,0.0000000000,0.0000000000,0.0000000000,-0.0241291896,0.1337360740,-0.0032459938,0.0458291993,0.1338546425,0.0061691147
