Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:32:10:31.918,61,0.0111998012,0.1701677144,0.0643036589,0.0000000000,0.0000000000,0.0727227554,0.0000000000,0.0112654595,0.1700106114,0.0541048646,0.0000000000,0.0000000000,0.0724863485,0.0000000000,0.0972683355,0.0000000000,0.0482092090,0.0875380412,0.0875380412,0.0653573945,0.0540298223,0.0000000000,0.0794850364,0.0680631399,0.0822729394,0.0000000000,0.0000000000,0.0882301033,0.0916387439,0.1352496594,0.1697102189,0.0852046832,0.0545494258,0.1113293990,0.1979789138,0.0656539798,0.0651718751,0.0966644660,0.1145629287,0.0555128902,0.0624415204,0.3228613436,0.3230991662,0.0442559533,0.0000000000,0.0000000000,0.0215260684,0.1159113571,0.1047687903,0.1826154888,0.1756577194,0.0000827206,0.0000000000,0.0000000000,0.0000000000,-0.0328726396,0.1039099246,-0.0034275101,0.0390687287,0.1040292159,0.0040779538
00:32:10:32.919,61,0.0111795273,0.1698582023,0.0643483624,0.0000000000,0.0000000000,0.0728883818,0.0000000000,0.0112436386,0.1697015017,0.0540690124,0.0000000000,0.0000000000,0.0726507902,0.0000000000,0.0965656266,0.0000000000,0.0422839113,0.0875464752,0.0875464752,0.0672487020,0.0546170548,0.0000000000,0.0797389150,0.0675372779,0.0822973996,0.0000000000,0.0000000000,0.0878682882,0.0912854895,0.1352765411,0.1696529686,0.0847170502,0.0541447736,0.1117247269,0.1994033158,0.0656032562,0.0651310384,0.0959815755,0.1134671271,0.0561075062,0.0631279051,0.3209595382,0.3211963773,0.0444166921,0.0000000000,0.0000000000,0.0215620250,0.1159337983,0.1049490571,0.1825877875,0.1757290959,0.0001109039,0.0000000000,0.0000000000,0.0000000000,-0.0328515060,0.1037209257,-0.0034190316,0.0390966609,0.1038401201,0.0040733968
00:32:10:33.919,61,0.0112424670,0.1697723418,0.0637765229,0.0000000000,0.0000000000,0.0730490386,0.0000000000,0.0113045964,0.1696111411,0.0546746887,0.0000000000,0.0000000000,0.0728100911,0.0000000000,0.0958645120,0.0000000000,0.0400266424,0.0876593888,0.0876593888,0.0701353848,0.0552611127,0.0000000000,0.0796621367,0.0670906380,0.0824051499,0.0000000000,0.0000000000,0.0875040367,0.0909276977,0.1353495419,0.1696269065,0.0841750875,0.0537425317,0.1118776500,0.2004440278,0.0655360743,0.0650731698,0.0954118893,0.1126648635,0.0567366779,0.0638108924,0.3201901019,0.3204264939,0.0445985161,0.0000000000,0.0000000000,0.0215982422,0.1159839779,0.1051445231,0.1826093793,0.1758321226,0.0001177507,0.0000000000,0.0000000000,0.0000000000,-0.0332196914,0.1036669537,-0.0034555250,0.0387494415,0.1037862152,0.0040351278
00:32:10:34.920,61,0.0114280181,0.1700855494,0.0626687482,0.0000000000,0.0000000000,0.0731561854,0.0000000000,0.0114873555,0.1699159741,0.0557990074,0.0000000000,0.0000000000,0.0729172304,0.0000000000,0.0949832499,0.0000000000,0.0382431373,0.0877573416,0.0877573416,0.0725532398,0.0558725335,0.0000000000,0.0755781010,0.0667337850,0.0824748501,0.0000000000,0.0000000000,0.0871298686,0.0905502141,0.1354494095,0.1695290804,0.0835179016,0.0533095896,0.1117748693,0.2010976672,0.0654221252,0.0649565533,0.0949047431,0.1119684577,0.0573413484,0.0644014850,0.3196267784,0.3198622167,0.0447818823,0.0000000000,0.0000000000,0.0216196030,0.1159627140,0.1052512750,0.1826204807,0.1759068519,0.0001087668,0.0000000000,0.0000000000,0.0000000000,-0.0339021645,0.1038556695,-0.0035329538,0.0380756222,0.1039749831,0.0039722598
00:32:10:35.921,61,0.0115956012,0.1707346141,0.0622287802,0.0000000000,0.0000000000,0.0732128248,0.0000000000,0.0116526606,0.1705619097,0.0562450439,0.0000000000,0.0000000000,0.0729739442,0.0000000000,0.0942053571,0.0000000000,0.0364901498,0.0878093392,0.0878093392,0.0737370774,0.0563541502,0.0000000000,0.0744542107,0.0666964203,0.0836008638,0.0000000000,0.0000000000,0.0868448764,0.0902699083,0.1355312765,0.1694018692,0.0829144195,0.0529183261,0.1116032898,0.2012954503,0.0652984604,0.0648389161,0.0944630876,0.1113914475,0.0578456670,0.0649154857,0.3189741969,0.3192096353,0.0449647456,0.0000000000,0.0000000000,0.0216195881,0.1160026789,0.1054417118,0.1826314330,0.1759951562,0.0000987538,0.0000000000,0.0000000000,0.0000000000,-0.0341717415,0.1042514294,-0.0035747048,0.0378067382,0.1043706909,0.0039593424
00:32:10:36.921,61,0.0118735703,0.1719047278,0.0618482344,0.0000000000,0.0000000000,0.0731344819,0.0000000000,0.0119282287,0.1717288941,0.0566634461,0.0000000000,0.0000000000,0.0728973821,0.0000000000,0.0934414715,0.0000000000,0.0315814763,0.0877943933,0.0877943933,0.0757235214,0.0569465458,0.0000000000,0.0738858208,0.0664430484,0.0843022466,0.0000000000,0.0000000000,0.0865206197,0.0899485573,0.1357289851,0.1692548096,0.0815968290,0.0524239354,0.1114276722,0.2016625255,0.0652037859,0.0647453591,0.0940579697,0.1108392403,0.0584345125,0.0655212402,0.3183777630,0.3186121881,0.0451219268,0.0000000000,0.0000000000,0.0216508526,0.1159406900,0.1055809930,0.1826181263,0.1760937423,0.0001068118,0.0000000000,0.0000000000,0.0000000000,-0.0344233736,0.1049656421,-0.0036258681,0.0375727266,0.1050850824,0.0039619775
00:32:10:37.922,61,0.0121998554,0.1738474220,0.0615072772,0.0000000000,0.0000000000,0.0729077458,0.0000000000,0.0122542754,0.1736686677,0.0570613109,0.0000000000,0.0000000000,0.0726723820,0.0000000000,0.0927603766,0.0000000000,0.0293093622,0.0878473669,0.0878473669,0.0769854560,0.0575818270,0.0000000000,0.0788444206,0.0660635158,0.0850101486,0.0000000000,0.0000000000,0.0862677842,0.0897084102,0.1359682679,0.1692163199,0.0807521865,0.0519870706,0.1112682074,0.2018149793,0.0651487783,0.0647139475,0.0937842950,0.1104796082,0.0589659996,0.0661125481,0.3178342581,0.3180700839,0.0452391282,0.0000000000,0.0000000000,0.0217015743,0.1158394814,0.1057419628,0.1826867163,0.1762615293,0.0001328916,0.0000000000,0.0000000000,0.0000000000,-0.0346607268,0.1061521620,-0.0036924370,0.0373608880,0.1062717885,0.0039844755
00:32:10:38.923,61,0.0125331488,0.1753547490,0.0610030778,0.0000000000,0.0000000000,0.0725814179,0.0000000000,0.0125888586,0.1751718968,0.0576254614,0.0000000000,0.0000000000,0.0723475739,0.0000000000,0.0922819600,0.0000000000,0.0281953570,0.0879253298,0.0879253298,0.0780030787,0.0583293028,0.0000000000,0.0820630342,0.0655848086,0.0853931755,0.0000000000,0.0000000000,0.0860665813,0.0895069391,0.1363192052,0.1693914980,0.0800936222,0.0515802056,0.1113501042,0.2021219134,0.0652036667,0.0648087338,0.0936422423,0.1102841496,0.0595144331,0.0667216256,0.3173846602,0.3176216781,0.0453347340,0.0000000000,0.0000000000,0.0217910130,0.1157873496,0.1059167609,0.1829179227,0.1765539497,0.0001740205,0.0000000000,0.0000000000,0.0000000000,-0.0349999703,0.1070722714,-0.0037611276,0.0370509773,0.1071919724,0.0039859158
00:32:10:39.923,61,0.0129767675,0.1766712219,0.0604851805,0.0000000000,0.0000000000,0.0722893253,0.0000000000,0.0130342860,0.1764840782,0.0581764914,0.0000000000,0.0000000000,0.0720562264,0.0000000000,0.0918131843,0.0000000000,0.0276349988,0.0879299566,0.0879299566,0.0787155554,0.0589425340,0.0000000000,0.0840613320,0.0654405057,0.0859292150,0.0000000000,0.0000000000,0.0858999565,0.0893455595,0.1365259886,0.1695056707,0.0794727206,0.0511901490,0.1113994494,0.2021920979,0.0652797073,0.0649219677,0.0935656056,0.1101809293,0.0599650592,0.0672183186,0.3172920644,0.3175309896,0.0453745425,0.0000000000,0.0000000000,0.0218739621,0.1157858744,0.1061058939,0.1831749976,0.1768453419,0.0002324516,0.0000000000,0.0000000000,0.0000000000,-0.0353315882,0.1078755856,-0.0038254550,0.0367332436,0.1079954505,0.0039816010
00:32:10:40.924,61,0.0132168662,0.1763342023,0.0607457273,0.0000000000,0.0000000000,0.0721359178,0.0000000000,0.0132755181,0.1761492044,0.0579269081,0.0000000000,0.0000000000,0.0719046518,0.0000000000,0.0913846642,0.0000000000,0.0258699916,0.0879814923,0.0879814923,0.0794067681,0.0594406798,0.0000000000,0.0851103142,0.0654770881,0.0889158547,0.0000000000,0.0000000000,0.0857545882,0.0892136842,0.1368598193,0.1695660651,0.0788308010,0.0508611202,0.1112151444,0.2020505071,0.0652632341,0.0649354905,0.0935946703,0.1101867780,0.0603517145,0.0676570982,0.3172113597,0.3174523711,0.0454263091,0.0000000000,0.0000000000,0.0219238289,0.1159000546,0.1064626575,0.1834223866,0.1771962941,0.0002926970,0.0000000000,0.0000000000,0.0000000000,-0.0351807922,0.1076703221,-0.0038018306,0.0368922949,0.1077900827,0.0039911694
